일시,기온(°C),강수량(mm),풍속(m/s),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),지면온도(°C),5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
2022-06-26 22:00,27,,1.7,80,28.4,23.2,1000.6,1010.3,,,,24.4,25.6,25.3,24.8,24.5
2022-06-26 23:00,26.9,,2.4,81,28.6,23.3,1001,1010.7,,,,24.1,25.5,25.3,24.8,24.5
2022-06-27 0:00,26.9,,2.3,80,28.3,23.1,1000.2,1009.9,,,,24.3,25.4,25.2,24.7,24.5
2022-06-27 1:00,26.6,0.2,2.2,83,28.8,23.4,1000.3,1010,,,,24.3,25.4,25.1,24.7,24.4
2022-06-27 2:00,26.2,0.4,2.1,87,29.5,23.8,1000,1009.7,,,,24.2,25.3,25.1,24.7,24.4
2022-06-27 3:00,26,0,1.9,86,28.8,23.4,999.5,1009.2,,,,24,25.2,25,24.6,24.4
2022-06-27 4:00,25.8,0.4,0.5,89,29.5,23.8,999.6,1009.3,,,,24.1,25.1,24.9,24.6,24.4
2022-06-27 5:00,25.4,0.2,0.8,90,29.1,23.6,999.4,1009.1,,,,24,25,24.8,24.5,24.4
2022-06-27 6:00,25.5,,1,89,28.9,23.5,999.6,1009.3,0,0,,24,25,24.8,24.5,24.3
2022-06-27 7:00,25.7,0,1.1,89,29.3,23.7,999.3,1009,0,0.1,,25.2,24.9,24.7,24.4,24.3
2022-06-27 8:00,26.2,0,0.8,87,29.5,23.8,999.1,1008.8,0,0.29,,26.7,25,24.7,24.4,24.3
2022-06-27 9:00,26.8,0,2.2,83,29.1,23.6,998.7,1008.4,0,0.4,,27,25.2,24.8,24.4,24.3
2022-06-27 10:00,27.2,0,2.5,81,29.1,23.6,998.6,1008.2,0,0.38,,26.7,25.4,24.9,24.4,24.2
2022-06-27 11:00,28,0,2.8,79,29.8,24,998.5,1008.1,0,0.63,,28.9,25.6,25.1,24.4,24.2
2022-06-27 12:00,27.8,0.3,2.4,83,30.9,24.6,997.5,1007.1,0,0.51,,29.4,25.8,25.2,24.5,24.2
2022-06-27 13:00,27.6,1.6,2.5,86,31.7,25,997.1,1006.7,0,0.86,,30.1,26,25.4,24.5,24.2
2022-06-27 14:00,26.6,1.3,3.6,88,30.6,24.4,996.7,1006.4,0,0.41,,27.4,26.3,25.6,24.6,24.3
2022-06-27 15:00,26.6,0.5,2.6,90,31.3,24.8,995.6,1005.2,0,0.48,,28.7,26.2,25.7,24.7,24.3
2022-06-27 16:00,26.7,0.7,2.1,91,31.9,25.1,995.5,1005.1,0,0.28,,26.7,26.3,25.7,24.8,24.3
2022-06-27 17:00,26.3,0.5,5.4,89,30.4,24.3,995.2,1004.9,0,0.25,,25.7,26.2,25.7,24.9,24.4
2022-06-27 18:00,26.4,0,2.4,87,29.8,24,993.9,1003.5,0,0.11,,25.5,26.1,25.7,24.9,24.4
2022-06-27 19:00,26.9,0,4.3,84,29.7,23.9,994.4,1004,0,0.04,,24.7,26,25.6,24.9,24.4
2022-06-27 20:00,27.1,0,4.7,81,28.9,23.5,994.2,1003.8,0,0.01,,24.7,25.8,25.5,24.9,24.5
2022-06-27 21:00,27.3,0,4.2,80,28.9,23.5,994.7,1004.3,,,,24.6,25.7,25.4,24.9,24.5
2022-06-27 22:00,27.3,0,4,80,28.9,23.5,994.9,1004.5,,,,24.5,25.6,25.3,24.8,24.5
2022-06-27 23:00,27.6,,4.2,77,28.3,23.1,994.6,1004.2,,,,24.5,25.5,25.3,24.8,24.5
2022-06-28 0:00,27.7,,3.2,77,28.4,23.2,994.3,1003.9,,,,24.5,25.5,25.2,24.8,24.5
2022-06-28 1:00,27.7,0,3.5,77,28.4,23.2,994.1,1003.7,,,,24.4,25.4,25.2,24.7,24.5
2022-06-28 2:00,27.5,0,4.6,77,28.1,23,994,1003.6,,,,24.3,25.4,25.1,24.7,24.5
2022-06-28 3:00,27.4,0,3.1,77,28.1,23,993.6,1003.2,,,,24.2,25.3,25.1,24.6,24.4
2022-06-28 4:00,27,0,6.2,80,28.4,23.2,993.4,1003,,,,24,25.3,25,24.6,24.4
2022-06-28 5:00,26.3,1.2,8.5,83,28.3,23.1,993,1002.6,,,,23.8,25.2,25,24.6,24.4
2022-06-28 6:00,27,0,8.6,79,28.1,23,992.9,1002.5,0,0.02,,23.9,25,24.9,24.5,24.4
2022-06-28 7:00,27.1,,7.2,78,27.9,22.9,992.9,1002.5,0,0.12,,24.4,25,24.8,24.5,24.4
2022-06-28 8:00,27.2,,6.8,78,28.1,23,992.8,1002.4,0,0.21,,24.8,25,24.8,24.4,24.3
2022-06-28 9:00,27.6,,6.2,76,27.9,22.9,992.5,1002.1,0,0.66,,26.8,25.1,24.8,24.4,24.3
2022-06-28 10:00,27.8,,6.7,75,27.9,22.9,992.2,1001.8,0,0.46,,26.4,25.4,24.9,24.4,24.3
2022-06-28 11:00,27.8,0,8.4,77,28.6,23.3,992.5,1002.1,0,0.41,,25.6,25.5,25,24.4,24.2
2022-06-28 12:00,27.7,0,7.1,77,28.4,23.2,992.6,1002.2,0,0.36,,25.8,25.5,25,24.4,24.2
2022-06-28 13:00,27.8,0,6.7,77,28.6,23.3,992.3,1001.9,0,0.31,,25.5,25.5,25.1,24.4,24.2
2022-06-28 14:00,27.2,0,5.8,82,29.5,23.8,992.1,1001.7,0,0.24,,25.2,25.5,25.1,24.4,24.2
2022-06-28 15:00,26.3,3.2,6.8,87,29.7,23.9,991.9,1001.5,0,0.19,,25.2,25.4,25.1,24.5,24.2
2022-06-28 16:00,26.7,,6,84,29.3,23.7,991.6,1001.2,0,0.15,,25,25.3,25,24.5,24.2
2022-06-28 17:00,26.9,,5.4,84,29.7,23.9,991.7,1001.3,0,0.12,,24.8,25.3,25,24.4,24.2
2022-06-28 18:00,27,0,4.2,83,29.5,23.8,992.1,1001.7,0,0.04,,24.6,25.3,25,24.4,24.3
2022-06-28 19:00,27.1,0,5.6,83,29.7,23.9,992.3,1001.9,0,0.04,,24.5,25.2,24.9,24.4,24.2
2022-06-28 20:00,27.2,0,5.3,81,29.1,23.6,992.5,1002.1,0,0,,24.4,25.2,24.9,24.4,24.2
2022-06-28 21:00,26.3,0.8,3.9,87,29.7,23.9,992.6,1002.2,,,,24.3,25.1,24.9,24.4,24.2
2022-06-28 22:00,26.8,0,3.5,82,28.8,23.4,992.8,1002.4,,,,24.2,25.1,24.8,24.4,24.2
2022-06-28 23:00,26.3,0.3,3,85,28.9,23.5,992.8,1002.4,,,,24.2,25,24.8,24.3,24.2
2022-06-29 0:00,25.7,0.8,3.5,89,29.3,23.7,992.4,1002,,,,24.1,24.9,24.7,24.3,24.2
2022-06-29 1:00,25.3,0.9,3.7,93,29.8,24,991.8,1001.5,,,,24,24.9,24.7,24.3,24.2
2022-06-29 2:00,24.8,7.8,3.5,95,29.7,23.9,990.9,1000.6,,,,23.8,24.8,24.6,24.2,24.2
2022-06-29 3:00,24.8,1.3,6.1,96,30,24.1,991,1000.7,,,,23.8,24.7,24.5,24.2,24.2
2022-06-29 4:00,25.1,0.4,8.8,95,30.2,24.2,990.6,1000.3,,,,23.9,24.6,24.5,24.1,24.1
2022-06-29 5:00,24.9,0.9,4.2,96,30.2,24.2,991.6,1001.3,,,,23.9,24.6,24.4,24.1,24.1
2022-06-29 6:00,24.9,0,5.1,95,29.8,24,992.4,1002.1,0,0,,23.9,24.6,24.4,24.1,24.1
2022-06-29 7:00,25,0,4.8,94,29.7,23.9,992.6,1002.3,0,0.03,,24.1,24.6,24.4,24,24
2022-06-29 8:00,25,0.1,6.1,95,30,24.1,993.2,1002.9,0,0.09,,24.3,24.6,24.4,24,24
2022-06-29 9:00,25.2,0,5,94,30,24.1,994,1003.7,0,0.14,,24.6,24.6,24.4,24,24
2022-06-29 10:00,25.2,0,3,94,30,24.1,994.4,1004.1,0,0.22,,25.2,24.7,24.4,24,24
2022-06-29 11:00,25.4,0,3.4,93,30,24.1,995,1004.7,0,0.2,,25,24.8,24.4,24,24
2022-06-29 12:00,25.3,0.5,3.2,96,30.9,24.6,995.1,1004.8,0,0.18,,25,24.8,24.5,24,23.9
2022-06-29 13:00,25.1,10.2,2.6,97,30.7,24.5,995.2,1004.9,0,0.28,,25.3,24.9,24.5,24,23.9
2022-06-29 14:00,25.1,0,3.2,95,30.2,24.2,995.4,1005.1,0,0.19,,25.5,24.9,24.6,24,24
2022-06-29 15:00,25.8,1.8,3.2,93,30.7,24.5,995.2,1004.9,0,0.64,,28.4,25,24.6,24,24
2022-06-29 16:00,25.8,0.2,3.6,95,31.5,24.9,995.1,1004.8,0,0.26,,25.9,25.3,24.8,24,23.9
2022-06-29 17:00,25.8,0.9,3.9,94,31.1,24.7,994.6,1004.3,0,0.3,,26.3,25.3,24.9,24.1,24
2022-06-29 18:00,26,0.1,2.4,93,31.1,24.7,994.6,1004.3,0,0.25,,25.7,25.4,24.9,24.2,24
2022-06-29 19:00,25.8,0.4,4.2,94,31.1,24.7,995.1,1004.8,0,0.12,,25.5,25.4,24.9,24.2,24
2022-06-29 20:00,25.3,4.7,3.4,97,31.1,24.7,995.6,1005.3,0,0.04,,24.5,25.3,24.9,24.2,24
2022-06-29 21:00,24.5,3.1,2.6,97,29.7,23.9,996.2,1005.9,,,,24.2,25.2,24.9,24.3,24.1
2022-06-29 22:00,24.5,0.5,2.7,98,30,24.1,997.3,1007,,,,24.1,25,24.8,24.3,24.1
2022-06-29 23:00,24.5,1.3,1.4,98,30,24.1,997.7,1007.4,,,,24.1,25,24.7,24.3,24.2
2022-06-30 0:00,24.5,2.7,2.4,100,30.6,24.4,997.6,1007.3,,,,24,24.9,24.7,24.3,24.2
2022-06-30 1:00,24.4,5.8,1.5,99,30.2,24.2,997.7,1007.4,,,,23.9,24.8,24.6,24.3,24.2
2022-06-30 2:00,24.3,3.2,2.7,100,30.2,24.2,997.9,1007.6,,,,23.8,24.7,24.5,24.2,24.2
2022-06-30 3:00,23.4,2.8,1.8,99,28.4,23.2,998.2,1007.9,,,,23.2,24.7,24.5,24.2,24.2
2022-06-30 4:00,22.9,14.1,1.8,100,27.7,22.8,998.5,1008.3,,,,22.7,24.3,24.3,24.2,24.2
2022-06-30 5:00,22.7,12.3,1.2,100,27.4,22.6,998.6,1008.4,,,,22.3,23.9,24,24.1,24.2
2022-06-30 6:00,22.5,20.8,2.5,100,27.1,22.4,999,1008.8,0,0,,22,23.3,23.5,23.8,23.9
2022-06-30 7:00,22.4,7.9,2.1,100,26.9,22.3,999.1,1008.9,0,0.02,,22.2,23.2,23.2,23.6,24.1
2022-06-30 8:00,22.4,17.6,2.1,100,26.9,22.3,1000.3,1010.1,0,0.03,,22.1,22.9,22.9,23.3,24
2022-06-30 9:00,22.4,3.8,2.2,100,26.9,22.3,1000.3,1010.1,0,0.06,,22.2,23,22.9,23.1,23.8
2022-06-30 10:00,22.3,8,2.2,100,26.8,22.2,1000.5,1010.3,0,0.04,,22,22.9,22.8,23,23.7
2022-06-30 11:00,22.6,23.8,2.1,100,27.2,22.5,1000.2,1010,0,0.17,,23.5,22.6,22.6,22.7,23.5
2022-06-30 12:00,23,0.9,1.6,99,27.7,22.8,1000.8,1010.6,0,0.5,,24.5,22.8,22.6,22.7,23.4
2022-06-30 13:00,22.9,3,3.1,100,27.7,22.8,1001.3,1011.1,0,0.24,,23.5,23.1,22.8,22.7,23.3
2022-06-30 14:00,22.9,7.9,2.1,99,27.6,22.7,1000.8,1010.6,0,0.24,,23.8,23.2,22.9,22.7,23.2
2022-06-30 15:00,22.5,8.2,3.6,98,26.6,22.1,1000.5,1010.3,0,0.33,,23.6,23.2,23,22.8,23.2
2022-06-30 16:00,22.2,5.8,3.9,100,26.6,22.1,1000.7,1010.5,0,0.25,,22.7,23.3,23,22.8,23.2
2022-06-30 17:00,21.3,11.5,4.1,100,25.2,21.2,1000.7,1010.6,0,0.19,,22,23.1,23,22.8,23.2
2022-06-30 18:00,21.2,11.8,3.5,100,25,21.1,1000.9,1010.8,0,0.19,,21.8,22.8,22.8,22.8,23.1
2022-06-30 19:00,21.2,2.2,3.2,100,25,21.1,1001.4,1011.3,0,0.15,,21.7,22.7,22.6,22.7,23.1
2022-06-30 20:00,21.3,2.7,2.9,99,25,21.1,1001.8,1011.7,0,0.01,,21.3,22.7,22.6,22.7,23.1
2022-06-30 21:00,21.4,1,1.9,99,25.2,21.2,1002.1,1012,,,,21.4,22.6,22.5,22.6,23.1
2022-06-30 22:00,21.5,1,1.5,99,25.3,21.3,1002.7,1012.6,,,,21.5,22.6,22.5,22.6,23.1
2022-06-30 23:00,21.7,0.1,0.8,99,25.6,21.5,1003.1,1013,,,,21.7,22.6,22.5,22.6,23
2022-07-01 0:00,21.9,,1.1,99,26,21.7,1003,1012.9,,,,21.9,22.7,22.5,22.5,23
2022-07-01 1:00,22.3,,1.1,99,26.6,22.1,1003.5,1013.3,,,,21.9,22.7,22.5,22.5,23
2022-07-01 2:00,22.4,,1.9,99,26.8,22.2,1003.7,1013.5,,,,21.7,22.7,22.6,22.5,23
2022-07-01 3:00,22.6,,0.1,99,27.1,22.4,1004,1013.8,,,,21.7,22.7,22.6,22.5,23
2022-07-01 4:00,22.9,,0.9,99,27.6,22.7,1004,1013.8,,,,22.2,22.8,22.6,22.5,23
2022-07-01 5:00,22.9,,0.6,99,27.6,22.7,1004.1,1013.9,,,,22.2,22.8,22.6,22.5,23
2022-07-01 6:00,23,,1.3,99,27.7,22.8,1004.2,1014,0,0.03,,22.4,22.9,22.7,22.5,22.9
2022-07-01 7:00,23.4,,1.5,99,28.4,23.2,1004.6,1014.4,0,0.21,,23.6,22.9,22.7,22.6,22.9
2022-07-01 8:00,23.9,,1.6,99,29.3,23.7,1004.7,1014.5,0,0.38,,25,23.1,22.8,22.6,22.9
2022-07-01 9:00,25.6,,2,95,31.1,24.7,1004.8,1014.6,0.5,1.36,,31.2,23.5,23,22.6,22.9
2022-07-01 10:00,26.9,,2.7,85,30,24.1,1004.9,1014.6,0.6,2,,31.6,24.3,23.4,22.7,22.9
2022-07-01 11:00,27.6,,2.1,80,29.5,23.8,1005.1,1014.8,0.3,1.48,,34.1,25.1,24,22.9,23
2022-07-01 12:00,28.6,,2.2,74,28.9,23.5,1005.2,1014.8,0.6,2.4,,34,25.9,24.6,23.1,23
2022-07-01 13:00,29.7,,3.1,68,28.3,23.1,1004.7,1014.3,0.7,2.78,,35.5,27,25.3,23.4,23.1
2022-07-01 14:00,30.2,,3.3,65,27.7,22.8,1004.4,1014,0.6,2.43,,35.7,27.7,26,23.8,23.2
2022-07-01 15:00,30.6,,3.7,66,28.9,23.5,1003.8,1013.4,0.7,2.36,,38,28.2,26.5,24.2,23.4
2022-07-01 16:00,30.7,,3.5,64,28.3,23.1,1003.7,1013.3,0.8,2.51,,35.9,28.6,26.9,24.6,23.5
2022-07-01 17:00,30.8,,3.6,63,27.9,22.9,1003.5,1013.1,0.6,1.73,,34.8,28.6,27.2,24.9,23.8
2022-07-01 18:00,30,,3.1,65,27.4,22.6,1003.4,1013,0.8,1.28,,30.2,28.6,27.4,25.3,24
2022-07-01 19:00,29.7,,2.4,68,28.3,23.1,1003.4,1013,0.7,0.43,,28,28.2,27.3,25.5,24.2
2022-07-01 20:00,28,,2.6,77,28.9,23.5,1004.1,1013.8,0.3,0.15,,26.4,27.9,27.2,25.7,24.4
2022-07-01 21:00,26.9,,2.6,81,28.6,23.3,1004.5,1014.2,,,,25,27.4,26.9,25.8,24.6
2022-07-01 22:00,26.2,,2,84,28.4,23.2,1004.9,1014.6,,,,24.5,27,26.6,25.8,24.7
2022-07-01 23:00,25.9,,1.2,86,28.6,23.3,1005,1014.8,,,,24,26.6,26.4,25.7,24.8
2022-07-02 0:00,25.4,,1.1,87,28.1,23,1004.9,1014.7,,,,23.7,26.2,26.1,25.6,24.9
2022-07-02 1:00,25.1,,0.4,87,27.6,22.7,1004.6,1014.4,,,,23.5,26,25.9,25.5,24.9
2022-07-02 2:00,24.9,,0.6,88,27.6,22.7,1004.6,1014.4,,,,23.6,25.7,25.7,25.4,24.9
2022-07-02 3:00,24.6,,0.6,88,27.1,22.4,1004.2,1013.9,,,,22.9,25.5,25.5,25.2,24.9
2022-07-02 4:00,24.3,,1.2,91,27.6,22.7,1004.5,1014.2,,,,22.7,25.4,25.3,25.1,24.9
2022-07-02 5:00,24.2,,1.2,92,27.7,22.8,1004.4,1014.1,,,,22.6,25.2,25.1,25,24.8
2022-07-02 6:00,24,,1.3,92,27.4,22.6,1004.5,1014.3,0,0.07,,23.2,25,25,24.9,24.8
2022-07-02 7:00,24.6,,1.4,92,28.4,23.2,1004.1,1013.8,0.7,0.42,,23.9,25,24.9,24.8,24.7
2022-07-02 8:00,26.1,,2,87,29.3,23.7,1004.2,1013.9,0.9,1,,29.1,25.1,24.9,24.7,24.7
2022-07-02 9:00,27.9,,1.2,77,28.8,23.4,1004.5,1014.2,0.8,1.75,,33.1,25.6,25.1,24.7,24.6
2022-07-02 10:00,29.2,,1.8,69,27.9,22.9,1004.5,1014.1,0.8,2.52,,36.6,26.4,25.5,24.7,24.6
2022-07-02 11:00,30.3,,1.4,66,28.4,23.2,1004.2,1013.8,0.7,2.51,,39.4,27.3,26.1,24.8,24.6
2022-07-02 12:00,31.1,,1.9,62,27.9,22.9,1003.7,1013.3,0.8,3.04,,40.6,28.2,26.7,25,24.6
2022-07-02 13:00,32.1,,1.7,59,28.1,23,1003.1,1012.6,0.8,3.5,,39.1,29.4,27.5,25.3,24.6
2022-07-02 14:00,32,,1.2,55,26.1,21.8,1002.3,1011.8,0.2,1.67,,36.5,29.8,28.1,25.7,24.7
2022-07-02 15:00,33.4,,1.6,51,26.1,21.8,1001.5,1011,0.8,2.76,,40.8,30,28.4,26.1,24.9
2022-07-02 16:00,33.7,,2.6,54,28.1,23,1001,1010.5,1,2.66,,39.1,30.6,28.9,26.4,25.1
2022-07-02 17:00,33.5,,1.7,57,29.5,23.8,1000.6,1010.1,0.7,1.64,,36.8,30.6,29.2,26.8,25.3
2022-07-02 18:00,33.1,,2.9,57,28.8,23.4,1000.4,1009.9,1,1.45,,33.5,30.5,29.3,27.1,25.5
2022-07-02 19:00,32,,2.4,65,30.7,24.5,1000.4,1009.9,1,0.69,,30.1,30.2,29.2,27.3,25.7
2022-07-02 20:00,30.2,,2.6,70,30,24.1,1000.6,1010.2,0.6,0.15,,27.7,29.7,29.1,27.5,25.9
2022-07-02 21:00,29.2,,2,72,29.1,23.6,1000.9,1010.5,,,,26.5,29.2,28.8,27.5,26
2022-07-02 22:00,28.3,,1.3,80,30.7,24.5,1001.1,1010.7,,,,25.7,28.7,28.4,27.5,26.2
2022-07-02 23:00,27.7,,1.9,81,30,24.1,1001.1,1010.7,,,,25.2,28.3,28.1,27.3,26.3
2022-07-03 0:00,27.1,,1.6,83,29.7,23.9,1001.3,1011,,,,24.7,27.9,27.8,27.2,26.3
2022-07-03 1:00,26.5,,1.3,83,28.6,23.3,1001.2,1010.9,,,,24.3,27.5,27.5,27.1,26.3
2022-07-03 2:00,25.8,,1.5,85,28.1,23,1000.8,1010.5,,,,23.8,27.2,27.2,26.9,26.3
2022-07-03 3:00,25.3,,0.7,87,27.9,22.9,1000.9,1010.7,,,,23.4,26.9,26.9,26.7,26.2
2022-07-03 4:00,24.9,,0.4,85,26.6,22.1,1000.6,1010.4,,,,23.1,26.7,26.7,26.6,26.2
2022-07-03 5:00,24.7,,0.3,87,26.9,22.3,1000.5,1010.2,,,,22.9,26.4,26.5,26.4,26.1
2022-07-03 6:00,24.5,,0.9,85,26.1,21.8,1000.7,1010.4,0,0.03,,23.2,26.1,26.2,26.3,26
2022-07-03 7:00,25,,0.9,86,27.1,22.4,1000.4,1010.2,0.5,0.34,,24.8,26,26.1,26.1,26
2022-07-03 8:00,26.7,,1.4,82,28.6,23.3,1000.2,1009.9,0.9,0.97,,29,26.2,26,26,25.9
2022-07-03 9:00,28.3,,0.8,76,29.1,23.6,999.9,1009.5,1,1.82,,33.9,26.8,26.2,25.9,25.8
2022-07-03 10:00,30.3,,1.5,59,25.3,21.3,999.5,1009.1,1,2.52,,37.5,27.5,26.6,25.9,25.7
2022-07-03 11:00,31.9,,1.6,54,25.5,21.4,999.1,1008.6,1,3.12,,39.7,28.5,27.2,26,25.7
2022-07-03 12:00,32.2,,1.4,59,28.3,23.1,998.5,1008,0.5,2.21,,40.1,29.4,27.8,26.2,25.7
2022-07-03 13:00,33.2,,2.4,52,26.4,22,998.3,1007.8,1,3.41,,44.3,30.4,28.6,26.5,25.7
2022-07-03 14:00,33.6,,2,51,26.4,22,997.7,1007.1,0.9,3.09,,43.2,31.3,29.3,26.9,25.8
2022-07-03 15:00,33.7,,2.9,49,25.5,21.4,997.5,1006.9,0.7,2.5,,41.9,31.6,29.8,27.3,26
2022-07-03 16:00,33.7,,3.4,52,27.1,22.4,997.2,1006.6,0.8,2.27,,42,31.8,30.1,27.6,26.1
2022-07-03 17:00,33.5,,3.3,52,26.8,22.2,996.9,1006.3,1,2.05,,39.5,31.7,30.2,27.9,26.3
2022-07-03 18:00,32.9,,3.5,55,27.4,22.6,996.6,1006.1,1,1.28,,35.7,31.5,30.3,28.2,26.5
2022-07-03 19:00,31.3,,3.2,58,26.4,22,996.7,1006.2,0.5,0.54,,30.7,31.1,30.2,28.4,26.7
2022-07-03 20:00,30.2,,3.1,60,25.6,21.5,997,1006.5,0,0.1,,28.4,30.4,29.9,28.5,26.9
2022-07-03 21:00,29.4,,1.7,65,26.6,22.1,997.1,1006.6,,,,27.1,29.8,29.5,28.4,27
2022-07-03 22:00,28.8,,0.5,69,27.2,22.5,997.2,1006.8,,,,26.6,29.3,29.1,28.3,27.1
2022-07-03 23:00,28.3,,1.2,71,27.2,22.5,997.1,1006.7,,,,25.8,28.9,28.8,28.2,27.1
2022-07-04 0:00,27.9,,1.7,73,27.4,22.6,997.2,1006.8,,,,25.4,28.5,28.4,28,27.1
2022-07-04 1:00,27.8,,1.4,74,27.6,22.7,997.2,1006.8,,,,25.8,28.2,28.2,27.8,27.1
2022-07-04 2:00,27.5,,0.9,74,27.1,22.4,997,1006.6,,,,25.6,28,27.9,27.7,27.1
2022-07-04 3:00,27.2,,1.1,75,26.9,22.3,996.7,1006.3,,,,25.2,27.8,27.8,27.5,27
2022-07-04 4:00,27,,0.9,76,26.9,22.3,996.4,1006,,,,24.8,27.6,27.6,27.4,27
2022-07-04 5:00,26.6,,1.1,78,27.1,22.4,996.4,1006,,,,24.5,27.4,27.4,27.2,26.9
2022-07-04 6:00,26.4,,0.8,80,27.4,22.6,996.4,1006.1,0,0.03,,24.8,27.2,27.2,27.1,26.8
2022-07-04 7:00,26.7,,1.2,82,28.6,23.3,996.3,1005.9,0,0.23,,26.2,27.1,27.1,27,26.7
2022-07-04 8:00,28.1,,1.8,78,29.5,23.8,996.2,1005.8,0.4,0.78,,30.4,27.3,27.1,26.8,26.7
2022-07-04 9:00,29.5,,1.2,71,29.1,23.6,996.2,1005.7,0.4,1.33,,33.1,27.8,27.3,26.8,26.6
2022-07-04 10:00,30.1,,1.5,70,29.8,24,996,1005.5,0.1,1.35,,34,28.3,27.6,26.8,26.6
2022-07-04 11:00,30.7,,1.6,67,29.5,23.8,995.7,1005.2,0.1,1.38,,34.1,28.8,27.9,26.9,26.5
2022-07-04 12:00,30.7,,1.8,67,29.5,23.8,995.7,1005.2,0,0.91,,31.4,29.1,28.2,27,26.5
2022-07-04 13:00,30.3,0,3.1,68,29.3,23.7,995.5,1005,0,0.62,,33.1,29,28.3,27.2,26.5
2022-07-04 14:00,30.1,0,1.8,71,30.2,24.2,995.2,1004.7,0.1,1.24,,32.5,29.1,28.3,27.3,26.6
2022-07-04 15:00,30.9,0,2.3,67,29.8,24,994.7,1004.2,0.2,1.63,,37.3,29.4,28.5,27.3,26.6
2022-07-04 16:00,32.3,,2.6,61,29.5,23.8,994.2,1003.7,1,2.5,,40,30,28.8,27.5,26.7
2022-07-04 17:00,32.1,,3,62,29.5,23.8,993.9,1003.4,0.8,1.68,,35.2,30.3,29.1,27.6,26.7
2022-07-04 18:00,31.4,,1.9,65,29.8,24,993.7,1003.2,0.5,0.9,,32.5,30.2,29.3,27.8,26.8
2022-07-04 19:00,30.5,,3.1,71,30.9,24.6,994,1003.5,0,0.28,,30.1,29.9,29.2,27.9,26.9
2022-07-04 20:00,29.9,,2.6,73,30.7,24.5,994,1003.5,0,0.04,,28.4,29.5,29,28,27
2022-07-04 21:00,29.6,,1.6,75,30.9,24.6,994.4,1003.9,,,,27.5,29.2,28.8,28,27.1
2022-07-04 22:00,29.1,,1.1,75,30.2,24.2,994.6,1004.1,,,,27.1,28.8,28.6,27.9,27.1
2022-07-04 23:00,28.9,,1,74,29.3,23.7,994.8,1004.3,,,,26.4,28.6,28.4,27.8,27.1
2022-07-05 0:00,28.4,,1.7,74,28.6,23.3,994.9,1004.5,,,,25.9,28.3,28.2,27.7,27.1
2022-07-05 1:00,27.8,,1.4,75,27.9,22.9,994.9,1004.5,,,,25.6,28.1,28,27.6,27.1
2022-07-05 2:00,27.4,,2.1,77,28.1,23,994.9,1004.5,,,,25.4,27.8,27.8,27.5,27
2022-07-05 3:00,27.2,,1.2,78,28.1,23,995,1004.6,,,,25.3,27.7,27.6,27.4,27
2022-07-05 4:00,27,,1,79,28.1,23,994.8,1004.4,,,,25.2,27.5,27.4,27.2,26.9
2022-07-05 5:00,26.7,,0.7,79,27.6,22.7,995,1004.6,,,,25.1,27.3,27.3,27.1,26.9
2022-07-05 6:00,26.7,,1.1,81,28.3,23.1,994.8,1004.4,0,0.02,,25.3,27.2,27.2,27,26.8
2022-07-05 7:00,26.8,,1.3,80,28.1,23,994.9,1004.5,0,0.13,,25.9,27.2,27.1,26.9,26.8
2022-07-05 8:00,27.1,,2.2,79,28.3,23.1,994.7,1004.3,0,0.26,,26.6,27.2,27,26.8,26.7
2022-07-05 9:00,27.9,0,0.8,78,29.3,23.7,995.4,1005,0,0.62,,30.1,27.3,27,26.7,26.6
2022-07-05 10:00,29.4,0,1.1,75,30.6,24.4,995.3,1004.8,0.3,1.59,,36.1,27.9,27.2,26.7,26.6
2022-07-05 11:00,30.4,,1,71,30.7,24.5,995.3,1004.8,0.3,1.83,,36.5,28.6,27.7,26.8,26.5
2022-07-05 12:00,31.6,,1.1,67,31.1,24.7,995.1,1004.6,0.1,2.08,,37.4,29.4,28.2,26.9,26.5
2022-07-05 13:00,32,,1.7,66,31.3,24.8,994.4,1003.9,0.1,1.38,,40,29.8,28.6,27.1,26.5
2022-07-05 14:00,31.5,0,3.3,72,33.2,25.8,994,1003.5,0.2,1.41,,35.7,30.1,29,27.3,26.6
2022-07-05 15:00,32.4,0,3,63,30.6,24.4,993.9,1003.3,0.6,2.62,,42.1,30.7,29.3,27.6,26.7
2022-07-05 16:00,32.9,,0.9,62,30.9,24.6,994,1003.4,0.8,2.31,,39,31.4,29.8,27.8,26.8
2022-07-05 17:00,31.8,,2.3,69,32.2,25.3,994,1003.5,0.1,0.67,,35.2,31.2,30,28.1,26.9
2022-07-05 18:00,30.8,,3.6,70,30.9,24.6,994.3,1003.8,0.1,0.55,,33.5,30.8,30,28.3,27
2022-07-05 19:00,29.7,,2.4,75,31.1,24.7,994.8,1004.3,0,0.4,,30.7,30.5,29.8,28.4,27.2
2022-07-05 20:00,29.4,,2,74,30.2,24.2,995.4,1004.9,0,0.12,,28.9,30.1,29.6,28.4,27.3
2022-07-05 21:00,29.1,,1,74,29.7,23.9,995.6,1005.1,,,,28,29.7,29.3,28.4,27.3
