ID,호선,역명,일시,공기질
48766,1,서울역,2022-07-26 21,1
48767,1,서울역,2022-07-26 22,1
48768,1,서울역,2022-07-26 23,1
48769,1,서울역,2022-07-27 00,1
48770,1,서울역,2022-07-27 01,1
48771,1,서울역,2022-07-27 02,1
48772,1,서울역,2022-07-27 03,1
48773,1,서울역,2022-07-27 04,1
48774,1,서울역,2022-07-27 05,1
48775,1,서울역,2022-07-27 06,1
48776,1,서울역,2022-07-27 07,1
48777,1,서울역,2022-07-27 08,1
48778,1,서울역,2022-07-27 09,1
48779,1,서울역,2022-07-27 10,1
48780,1,서울역,2022-07-27 11,1
48781,1,서울역,2022-07-27 12,1
48782,1,서울역,2022-07-27 13,1
48783,1,서울역,2022-07-27 14,1
48784,1,서울역,2022-07-27 15,1
48785,1,서울역,2022-07-27 16,1
48786,1,서울역,2022-07-27 17,1
48787,1,서울역,2022-07-27 18,1
48788,1,서울역,2022-07-27 19,1
48789,1,서울역,2022-07-27 20,1
48790,1,서울역,2022-07-27 21,1
48791,1,서울역,2022-07-27 22,1
48792,1,서울역,2022-07-27 23,1
48793,1,서울역,2022-07-28 00,1
48794,1,서울역,2022-07-28 01,1
48795,1,서울역,2022-07-28 02,0
48796,1,서울역,2022-07-28 03,0
48797,1,서울역,2022-07-28 04,0
48798,1,서울역,2022-07-28 05,0
48799,1,서울역,2022-07-28 06,1
48800,1,서울역,2022-07-28 07,1
48801,1,서울역,2022-07-28 08,1
48802,1,서울역,2022-07-28 09,1
48803,1,서울역,2022-07-28 10,1
48804,1,서울역,2022-07-28 11,1
48805,1,서울역,2022-07-28 12,1
48806,1,서울역,2022-07-28 13,1
48807,1,서울역,2022-07-28 14,1
48808,1,서울역,2022-07-28 15,1
48809,1,서울역,2022-07-28 16,1
48810,1,서울역,2022-07-28 17,1
48811,1,서울역,2022-07-28 18,1
48812,1,서울역,2022-07-28 19,1
48813,1,서울역,2022-07-28 20,1
48814,1,서울역,2022-07-28 21,1
48815,1,서울역,2022-07-28 22,1
48816,1,서울역,2022-07-28 23,1
48817,1,서울역,2022-07-29 00,1
48818,1,서울역,2022-07-29 01,1
48819,1,서울역,2022-07-29 02,0
48820,1,서울역,2022-07-29 03,0
48821,1,서울역,2022-07-29 04,0
48822,1,서울역,2022-07-29 05,0
48823,1,서울역,2022-07-29 06,0
48824,1,서울역,2022-07-29 07,1
48825,1,서울역,2022-07-29 08,1
48826,1,서울역,2022-07-29 09,1
48827,1,서울역,2022-07-29 10,1
48828,1,서울역,2022-07-29 11,1
48829,1,서울역,2022-07-29 12,1
48830,1,서울역,2022-07-29 13,1
48831,1,서울역,2022-07-29 14,1
48832,1,서울역,2022-07-29 15,1
48833,1,서울역,2022-07-29 16,1
48834,1,서울역,2022-07-29 17,1
48835,1,서울역,2022-07-29 18,1
48836,1,서울역,2022-07-29 19,1
48837,1,서울역,2022-07-29 20,1
48838,1,서울역,2022-07-29 21,1
48839,1,서울역,2022-07-29 22,1
48840,1,서울역,2022-07-29 23,1
48841,1,서울역,2022-07-30 00,1
48842,1,서울역,2022-07-30 01,1
48843,1,서울역,2022-07-30 02,1
48844,1,서울역,2022-07-30 03,1
48845,1,서울역,2022-07-30 04,1
48846,1,서울역,2022-07-30 05,0
48847,1,서울역,2022-07-30 06,0
48848,1,서울역,2022-07-30 07,1
48849,1,서울역,2022-07-30 08,1
48850,1,서울역,2022-07-30 09,1
48851,1,서울역,2022-07-30 10,1
48852,1,서울역,2022-07-30 11,1
48853,1,서울역,2022-07-30 12,1
48854,1,서울역,2022-07-30 13,1
48855,1,서울역,2022-07-30 14,1
48856,1,서울역,2022-07-30 15,1
48857,1,서울역,2022-07-30 16,1
48858,1,서울역,2022-07-30 17,1
48859,1,서울역,2022-07-30 18,1
48860,1,서울역,2022-07-30 19,1
48861,1,서울역,2022-07-30 20,
48862,1,서울역,2022-07-30 21,1
48863,1,서울역,2022-07-30 22,1
48864,1,서울역,2022-07-30 23,1
48865,1,서울역,2022-07-31 00,1
48866,1,서울역,2022-07-31 01,1
48867,1,서울역,2022-07-31 02,1
48868,1,서울역,2022-07-31 03,1
48869,1,서울역,2022-07-31 04,0
48870,1,서울역,2022-07-31 05,0
48871,1,서울역,2022-07-31 06,1
48872,1,서울역,2022-07-31 07,1
48873,1,서울역,2022-07-31 08,1
48874,1,서울역,2022-07-31 09,1
48875,1,서울역,2022-07-31 10,1
48876,1,서울역,2022-07-31 11,1
48877,1,서울역,2022-07-31 12,1
48878,1,서울역,2022-07-31 13,1
48879,1,서울역,2022-07-31 14,1
48880,1,서울역,2022-07-31 15,1
48881,1,서울역,2022-07-31 16,1
48882,1,서울역,2022-07-31 17,1
48883,1,서울역,2022-07-31 18,1
48884,1,서울역,2022-07-31 19,1
48885,1,서울역,2022-07-31 20,
48886,1,서울역,2022-07-31 21,1
48887,1,서울역,2022-07-31 22,1
48888,1,서울역,2022-07-31 23,0
48889,1,서울역,2022-08-01 00,0
48890,1,서울역,2022-08-01 01,0
48891,1,서울역,2022-08-01 02,0
48892,1,서울역,2022-08-01 03,0
48893,1,서울역,2022-08-01 04,0
48894,1,서울역,2022-08-01 05,0
48895,1,서울역,2022-08-01 06,0
48896,1,서울역,2022-08-01 07,0
48897,1,서울역,2022-08-01 08,1
48898,1,서울역,2022-08-01 09,1
48899,1,서울역,2022-08-01 10,1
48900,1,서울역,2022-08-01 11,1
48901,1,서울역,2022-08-01 12,1
48902,1,서울역,2022-08-01 13,1
48903,1,서울역,2022-08-01 14,1
48904,1,서울역,2022-08-01 15,1
48905,1,서울역,2022-08-01 16,1
48906,1,서울역,2022-08-01 17,1
48907,1,서울역,2022-08-01 18,1
48908,1,서울역,2022-08-01 19,1
48909,1,서울역,2022-08-01 20,
48910,1,서울역,2022-08-01 21,1
48911,1,서울역,2022-08-01 22,1
48912,1,서울역,2022-08-01 23,1
48913,1,서울역,2022-08-02 00,0
48914,1,서울역,2022-08-02 01,0
48915,1,서울역,2022-08-02 02,0
48916,1,서울역,2022-08-02 03,1
48917,1,서울역,2022-08-02 04,1
48918,1,서울역,2022-08-02 05,1
48919,1,서울역,2022-08-02 06,1
48920,1,서울역,2022-08-02 07,1
48921,1,서울역,2022-08-02 08,1
48922,1,서울역,2022-08-02 09,1
48923,1,서울역,2022-08-02 10,1
48924,1,서울역,2022-08-02 11,1
48925,1,서울역,2022-08-02 12,1
48926,1,서울역,2022-08-02 13,1
48927,1,서울역,2022-08-02 14,1
48928,1,서울역,2022-08-02 15,1
48929,1,서울역,2022-08-02 16,1
48930,1,서울역,2022-08-02 17,1
48931,1,서울역,2022-08-02 18,1
48932,1,서울역,2022-08-02 19,1
48933,1,서울역,2022-08-02 20,1
48934,1,서울역,2022-08-02 21,1
48935,1,서울역,2022-08-02 22,1
48936,1,서울역,2022-08-02 23,0
48937,1,서울역,2022-08-03 00,0
48938,1,서울역,2022-08-03 01,0
48939,1,서울역,2022-08-03 02,0
48940,1,서울역,2022-08-03 03,0
48941,1,서울역,2022-08-03 04,0
48942,1,서울역,2022-08-03 05,0
48943,1,서울역,2022-08-03 06,0
48944,1,서울역,2022-08-03 07,1
48945,1,서울역,2022-08-03 08,1
48946,1,서울역,2022-08-03 09,1
48947,1,서울역,2022-08-03 10,1
48948,1,서울역,2022-08-03 11,1
48949,1,서울역,2022-08-03 12,1
48950,1,서울역,2022-08-03 13,1
48951,1,서울역,2022-08-03 14,1
48952,1,서울역,2022-08-03 15,1
48953,1,서울역,2022-08-03 16,1
48954,1,서울역,2022-08-03 17,1
48955,1,서울역,2022-08-03 18,1
48956,1,서울역,2022-08-03 19,1
48957,1,서울역,2022-08-03 20,
48958,1,서울역,2022-08-03 21,1
48959,1,서울역,2022-08-03 22,1
48960,1,서울역,2022-08-03 23,1
48961,1,서울역,2022-08-04 00,0
48962,1,서울역,2022-08-04 01,0
48963,1,서울역,2022-08-04 02,0
48964,1,서울역,2022-08-04 03,0
48965,1,서울역,2022-08-04 04,0
48966,1,서울역,2022-08-04 05,0
48967,1,서울역,2022-08-04 06,0
48968,1,서울역,2022-08-04 07,1
48969,1,서울역,2022-08-04 08,1
48970,1,서울역,2022-08-04 09,1
48971,1,서울역,2022-08-04 10,1
48972,1,서울역,2022-08-04 11,1
48973,1,서울역,2022-08-04 12,1
48974,1,서울역,2022-08-04 13,1
48975,1,서울역,2022-08-04 14,1
48976,1,서울역,2022-08-04 15,1
48977,1,서울역,2022-08-04 16,1
48978,1,서울역,2022-08-04 17,1
48979,1,서울역,2022-08-04 18,1
48980,1,서울역,2022-08-04 19,1
48981,1,서울역,2022-08-04 20,1
48982,1,서울역,2022-08-04 21,1
48983,1,서울역,2022-08-04 22,1
48984,1,서울역,2022-08-04 23,1
48985,1,서울역,2022-08-05 00,1
48986,1,서울역,2022-08-05 01,0
48987,1,서울역,2022-08-05 02,0
48988,1,서울역,2022-08-05 03,0
48989,1,서울역,2022-08-05 04,0
48990,1,서울역,2022-08-05 05,0
48991,1,서울역,2022-08-05 06,0
48992,1,서울역,2022-08-05 07,1
48993,1,서울역,2022-08-05 08,1
48994,1,서울역,2022-08-05 09,1
48995,1,서울역,2022-08-05 10,1
48996,1,서울역,2022-08-05 11,1
48997,1,서울역,2022-08-05 12,1
48998,1,서울역,2022-08-05 13,1
48999,1,서울역,2022-08-05 14,1
49000,1,서울역,2022-08-05 15,1
49001,1,서울역,2022-08-05 16,1
49002,1,서울역,2022-08-05 17,1
49003,1,서울역,2022-08-05 18,1
49004,1,서울역,2022-08-05 19,1
49005,1,서울역,2022-08-05 20,1
49006,1,서울역,2022-08-05 21,
49007,1,서울역,2022-08-05 22,1
49008,1,서울역,2022-08-05 23,1
49009,1,서울역,2022-08-06 00,1
49010,1,서울역,2022-08-06 01,0
49011,1,서울역,2022-08-06 02,0
49012,1,서울역,2022-08-06 03,0
49013,1,서울역,2022-08-06 04,0
49014,1,서울역,2022-08-06 05,0
49015,1,서울역,2022-08-06 06,0
49016,1,서울역,2022-08-06 07,1
49017,1,서울역,2022-08-06 08,1
49018,1,서울역,2022-08-06 09,1
49019,1,서울역,2022-08-06 10,1
49020,1,서울역,2022-08-06 11,1
49021,1,서울역,2022-08-06 12,1
49022,1,서울역,2022-08-06 13,1
49023,1,서울역,2022-08-06 14,1
49024,1,서울역,2022-08-06 15,1
49025,1,서울역,2022-08-06 16,1
49026,1,서울역,2022-08-06 17,1
49027,1,서울역,2022-08-06 18,1
49028,1,서울역,2022-08-06 19,1
49029,1,서울역,2022-08-06 20,
49030,1,서울역,2022-08-06 21,1
49031,1,서울역,2022-08-06 22,1
49032,1,서울역,2022-08-06 23,1
49033,1,서울역,2022-08-07 00,1
49034,1,서울역,2022-08-07 01,0
49035,1,서울역,2022-08-07 02,0
49036,1,서울역,2022-08-07 03,0
49037,1,서울역,2022-08-07 04,0
49038,1,서울역,2022-08-07 05,1
49039,1,서울역,2022-08-07 06,1
49040,1,서울역,2022-08-07 07,1
49041,1,서울역,2022-08-07 08,1
49042,1,서울역,2022-08-07 09,1
49043,1,서울역,2022-08-07 10,1
49044,1,서울역,2022-08-07 11,1
49045,1,서울역,2022-08-07 12,1
49046,1,서울역,2022-08-07 13,1
49047,1,서울역,2022-08-07 14,1
49048,1,서울역,2022-08-07 15,1
49049,1,서울역,2022-08-07 16,1
49050,1,서울역,2022-08-07 17,1
49051,1,서울역,2022-08-07 18,1
49052,1,서울역,2022-08-07 19,1
49053,1,서울역,2022-08-07 20,
49054,1,서울역,2022-08-07 21,1
49055,1,서울역,2022-08-07 22,1
49056,1,서울역,2022-08-07 23,1
49057,1,서울역,2022-08-08 00,1
49058,1,서울역,2022-08-08 01,0
49059,1,서울역,2022-08-08 02,0
49060,1,서울역,2022-08-08 03,0
49061,1,서울역,2022-08-08 04,0
49062,1,서울역,2022-08-08 05,0
49063,1,서울역,2022-08-08 06,0
49064,1,서울역,2022-08-08 07,1
49065,1,서울역,2022-08-08 08,1
49066,1,서울역,2022-08-08 09,1
49067,1,서울역,2022-08-08 10,1
49068,1,서울역,2022-08-08 11,1
49069,1,서울역,2022-08-08 12,1
49070,1,서울역,2022-08-08 13,0
49071,1,서울역,2022-08-08 14,0
49072,1,서울역,2022-08-08 15,0
49073,1,서울역,2022-08-08 16,1
49074,1,서울역,2022-08-08 17,1
49075,1,서울역,2022-08-08 18,1
49076,1,서울역,2022-08-08 19,0
49077,1,서울역,2022-08-08 20,1
49078,1,서울역,2022-08-08 21,0
49079,1,서울역,2022-08-08 22,0
49080,1,서울역,2022-08-08 23,0
49081,1,서울역,2022-08-09 00,0
49082,1,서울역,2022-08-09 01,1
49083,1,서울역,2022-08-09 02,0
49084,1,서울역,2022-08-09 03,0
49085,1,서울역,2022-08-09 04,0
49086,1,서울역,2022-08-09 05,0
49087,1,서울역,2022-08-09 06,0
49088,1,서울역,2022-08-09 07,1
49089,1,서울역,2022-08-09 08,1
49090,1,서울역,2022-08-09 09,1
49091,1,서울역,2022-08-09 10,1
49092,1,서울역,2022-08-09 11,1
49093,1,서울역,2022-08-09 12,1
49094,1,서울역,2022-08-09 13,0
49095,1,서울역,2022-08-09 14,0
49096,1,서울역,2022-08-09 15,1
49097,1,서울역,2022-08-09 16,1
49098,1,서울역,2022-08-09 17,1
49099,1,서울역,2022-08-09 18,1
49100,1,서울역,2022-08-09 19,0
49101,1,서울역,2022-08-09 20,1
49102,1,서울역,2022-08-09 21,0
49103,1,서울역,2022-08-09 22,0
49104,1,서울역,2022-08-09 23,0
49105,1,서울역,2022-08-10 00,0
49106,1,서울역,2022-08-10 01,0
49107,1,서울역,2022-08-10 02,0
49108,1,서울역,2022-08-10 03,0
49109,1,서울역,2022-08-10 04,0
49110,1,서울역,2022-08-10 05,0
49111,1,서울역,2022-08-10 06,0
49112,1,서울역,2022-08-10 07,1
49113,1,서울역,2022-08-10 08,1
49114,1,서울역,2022-08-10 09,1
49115,1,서울역,2022-08-10 10,1
49116,1,서울역,2022-08-10 11,1
49117,1,서울역,2022-08-10 12,1
49118,1,서울역,2022-08-10 13,1
49119,1,서울역,2022-08-10 14,1
49120,1,서울역,2022-08-10 15,1
49121,1,서울역,2022-08-10 16,1
49122,1,서울역,2022-08-10 17,1
49123,1,서울역,2022-08-10 18,1
49124,1,서울역,2022-08-10 19,1
49125,1,서울역,2022-08-10 20,1
49126,1,서울역,2022-08-10 21,1
49127,1,서울역,2022-08-10 22,1
49128,1,서울역,2022-08-10 23,1
49129,1,서울역,2022-08-11 00,1
49130,1,서울역,2022-08-11 01,0
49131,1,서울역,2022-08-11 02,0
49132,1,서울역,2022-08-11 03,0
49133,1,서울역,2022-08-11 04,0
49134,1,서울역,2022-08-11 05,0
49135,1,서울역,2022-08-11 06,0
49136,1,서울역,2022-08-11 07,1
49137,1,서울역,2022-08-11 08,1
49138,1,서울역,2022-08-11 09,1
49139,1,서울역,2022-08-11 10,1
49140,1,서울역,2022-08-11 11,1
49141,1,서울역,2022-08-11 12,1
49142,1,서울역,2022-08-11 13,1
49143,1,서울역,2022-08-11 14,1
49144,1,서울역,2022-08-11 15,1
49145,1,서울역,2022-08-11 16,1
49146,1,서울역,2022-08-11 17,1
49147,1,서울역,2022-08-11 18,1
49148,1,서울역,2022-08-11 19,1
49149,1,서울역,2022-08-11 20,1
49150,1,서울역,2022-08-11 21,1
49151,1,서울역,2022-08-11 22,1
49152,1,서울역,2022-08-11 23,1
49153,1,서울역,2022-08-12 00,1
49154,1,서울역,2022-08-12 01,0
49155,1,서울역,2022-08-12 02,0
49156,1,서울역,2022-08-12 03,0
49157,1,서울역,2022-08-12 04,0
49158,1,서울역,2022-08-12 05,0
49159,1,서울역,2022-08-12 06,1
49160,1,서울역,2022-08-12 07,1
49161,1,서울역,2022-08-12 08,1
49162,1,서울역,2022-08-12 09,1
49163,1,서울역,2022-08-12 10,1
49164,1,서울역,2022-08-12 11,1
49165,1,서울역,2022-08-12 12,1
49166,1,서울역,2022-08-12 13,1
49167,1,서울역,2022-08-12 14,1
49168,1,서울역,2022-08-12 15,1
49169,1,서울역,2022-08-12 16,1
49170,1,서울역,2022-08-12 17,1
49171,1,서울역,2022-08-12 18,1
49172,1,서울역,2022-08-12 19,1
49173,1,서울역,2022-08-12 20,1
49174,1,서울역,2022-08-12 21,1
49175,1,서울역,2022-08-12 22,1
49176,1,서울역,2022-08-12 23,1
49177,1,서울역,2022-08-13 00,1
49178,1,서울역,2022-08-13 01,1
49179,1,서울역,2022-08-13 02,1
49180,1,서울역,2022-08-13 03,1
49181,1,서울역,2022-08-13 04,1
49182,1,서울역,2022-08-13 05,0
49183,1,서울역,2022-08-13 06,1
49184,1,서울역,2022-08-13 07,1
49185,1,서울역,2022-08-13 08,
49186,1,서울역,2022-08-13 09,
49187,1,서울역,2022-08-13 10,
49188,1,서울역,2022-08-13 11,
49189,1,서울역,2022-08-13 12,
49190,1,서울역,2022-08-13 13,1
49191,1,서울역,2022-08-13 14,1
49192,1,서울역,2022-08-13 15,1
49193,1,서울역,2022-08-13 16,1
49194,1,서울역,2022-08-13 17,1
49195,1,서울역,2022-08-13 18,1
49196,1,서울역,2022-08-13 19,1
49197,1,서울역,2022-08-13 20,1
49198,1,서울역,2022-08-13 21,1
49199,1,서울역,2022-08-13 22,1
49200,1,서울역,2022-08-13 23,1
49201,1,서울역,2022-08-14 00,1
49202,1,서울역,2022-08-14 01,0
49203,1,서울역,2022-08-14 02,1
49204,1,서울역,2022-08-14 03,1
49205,1,서울역,2022-08-14 04,0
49206,1,서울역,2022-08-14 05,0
49207,1,서울역,2022-08-14 06,0
49208,1,서울역,2022-08-14 07,1
49209,1,서울역,2022-08-14 08,1
49210,1,서울역,2022-08-14 09,1
49211,1,서울역,2022-08-14 10,1
49212,1,서울역,2022-08-14 11,1
49213,1,서울역,2022-08-14 12,1
49214,1,서울역,2022-08-14 13,1
49215,1,서울역,2022-08-14 14,1
49216,1,서울역,2022-08-14 15,1
49217,1,서울역,2022-08-14 16,1
49218,1,서울역,2022-08-14 17,1
49219,1,서울역,2022-08-14 18,1
49220,1,서울역,2022-08-14 19,1
49221,1,서울역,2022-08-14 20,1
49222,1,서울역,2022-08-14 21,1
49223,1,서울역,2022-08-14 22,1
49224,1,서울역,2022-08-14 23,1
49225,1,서울역,2022-08-15 00,1
49226,1,서울역,2022-08-15 01,1
49227,1,서울역,2022-08-15 02,1
49228,1,서울역,2022-08-15 03,0
49229,1,서울역,2022-08-15 04,0
49230,1,서울역,2022-08-15 05,0
49231,1,서울역,2022-08-15 06,0
49232,1,서울역,2022-08-15 07,1
49233,1,서울역,2022-08-15 08,1
49234,1,서울역,2022-08-15 09,1
49235,1,서울역,2022-08-15 10,1
49236,1,서울역,2022-08-15 11,1
49237,1,서울역,2022-08-15 12,1
49238,1,서울역,2022-08-15 13,1
49239,1,서울역,2022-08-15 14,1
49240,1,서울역,2022-08-15 15,1
49241,1,서울역,2022-08-15 16,1
49242,1,서울역,2022-08-15 17,1
49243,1,서울역,2022-08-15 18,1
49244,1,서울역,2022-08-15 19,1
49245,1,서울역,2022-08-15 20,1
49246,1,서울역,2022-08-15 21,1
49247,1,서울역,2022-08-15 22,1
49248,1,서울역,2022-08-15 23,1
49249,1,서울역,2022-08-16 00,1
49250,1,서울역,2022-08-16 01,0
49251,1,서울역,2022-08-16 02,0
49252,1,서울역,2022-08-16 03,0
49253,1,서울역,2022-08-16 04,0
49254,1,서울역,2022-08-16 05,0
49255,1,서울역,2022-08-16 06,1
49256,1,서울역,2022-08-16 07,1
49257,1,서울역,2022-08-16 08,1
49258,1,서울역,2022-08-16 09,1
49259,1,서울역,2022-08-16 10,1
49260,1,서울역,2022-08-16 11,1
49261,1,서울역,2022-08-16 12,1
49262,1,서울역,2022-08-16 13,1
49263,1,서울역,2022-08-16 14,1
49264,1,서울역,2022-08-16 15,1
49265,1,서울역,2022-08-16 16,1
49266,1,서울역,2022-08-16 17,1
49267,1,서울역,2022-08-16 18,1
49268,1,서울역,2022-08-16 19,1
49269,1,서울역,2022-08-16 20,1
49270,1,서울역,2022-08-16 21,1
49271,1,서울역,2022-08-16 22,1
49272,1,서울역,2022-08-16 23,1
49273,1,서울역,2022-08-17 00,1
49274,1,서울역,2022-08-17 01,1
49275,1,서울역,2022-08-17 02,0
49276,1,서울역,2022-08-17 03,0
49277,1,서울역,2022-08-17 04,0
49278,1,서울역,2022-08-17 05,0
49279,1,서울역,2022-08-17 06,1
49280,1,서울역,2022-08-17 07,1
49281,1,서울역,2022-08-17 08,1
49282,1,서울역,2022-08-17 09,1
49283,1,서울역,2022-08-17 10,1
49284,1,서울역,2022-08-17 11,1
49285,1,서울역,2022-08-17 12,1
49286,1,서울역,2022-08-17 13,1
49287,1,서울역,2022-08-17 14,1
49288,1,서울역,2022-08-17 15,1
49289,1,서울역,2022-08-17 16,1
49290,1,서울역,2022-08-17 17,1
49291,1,서울역,2022-08-17 18,1
49292,1,서울역,2022-08-17 19,1
49293,1,서울역,2022-08-17 20,1
49294,1,서울역,2022-08-17 21,1
49295,1,서울역,2022-08-17 22,1
49296,1,서울역,2022-08-17 23,1
49297,1,서울역,2022-08-18 00,1
49298,1,서울역,2022-08-18 01,1
49299,1,서울역,2022-08-18 02,1
49300,1,서울역,2022-08-18 03,1
49301,1,서울역,2022-08-18 04,0
49302,1,서울역,2022-08-18 05,0
49303,1,서울역,2022-08-18 06,1
49304,1,서울역,2022-08-18 07,1
49305,1,서울역,2022-08-18 08,1
49306,1,서울역,2022-08-18 09,1
49307,1,서울역,2022-08-18 10,1
49308,1,서울역,2022-08-18 11,1
49309,1,서울역,2022-08-18 12,1
49310,1,서울역,2022-08-18 13,1
49311,1,서울역,2022-08-18 14,1
49312,1,서울역,2022-08-18 15,1
49313,1,서울역,2022-08-18 16,1
49314,1,서울역,2022-08-18 17,1
49315,1,서울역,2022-08-18 18,1
49316,1,서울역,2022-08-18 19,1
49317,1,서울역,2022-08-18 20,1
49318,1,서울역,2022-08-18 21,1
49319,1,서울역,2022-08-18 22,1
49320,1,서울역,2022-08-18 23,1
49321,1,서울역,2022-08-19 00,1
49322,1,서울역,2022-08-19 01,0
49323,1,서울역,2022-08-19 02,0
49324,1,서울역,2022-08-19 03,0
49325,1,서울역,2022-08-19 04,0
49326,1,서울역,2022-08-19 05,0
49327,1,서울역,2022-08-19 06,1
49328,1,서울역,2022-08-19 07,1
49329,1,서울역,2022-08-19 08,1
49330,1,서울역,2022-08-19 09,1
49331,1,서울역,2022-08-19 10,1
49332,1,서울역,2022-08-19 11,1
49333,1,서울역,2022-08-19 12,1
49334,1,서울역,2022-08-19 13,1
49335,1,서울역,2022-08-19 14,1
49336,1,서울역,2022-08-19 15,1
49337,1,서울역,2022-08-19 16,1
49338,1,서울역,2022-08-19 17,1
49339,1,서울역,2022-08-19 18,1
49340,1,서울역,2022-08-19 19,1
49341,1,서울역,2022-08-19 20,1
49342,1,서울역,2022-08-19 21,1
49343,1,서울역,2022-08-19 22,1
49344,1,서울역,2022-08-19 23,1
49345,1,서울역,2022-08-20 00,1
49346,1,서울역,2022-08-20 01,0
49347,1,서울역,2022-08-20 02,0
49348,1,서울역,2022-08-20 03,0
49349,1,서울역,2022-08-20 04,0
49350,1,서울역,2022-08-20 05,0
49351,1,서울역,2022-08-20 06,0
49352,1,서울역,2022-08-20 07,1
49353,1,서울역,2022-08-20 08,1
49354,1,서울역,2022-08-20 09,1
49355,1,서울역,2022-08-20 10,1
49356,1,서울역,2022-08-20 11,1
49357,1,서울역,2022-08-20 12,1
49358,1,서울역,2022-08-20 13,1
49359,1,서울역,2022-08-20 14,1
49360,1,서울역,2022-08-20 15,1
49361,1,서울역,2022-08-20 16,1
49362,1,서울역,2022-08-20 17,1
49363,1,서울역,2022-08-20 18,1
49364,1,서울역,2022-08-20 19,1
49365,1,서울역,2022-08-20 20,1
49366,1,서울역,2022-08-20 21,1
49367,1,서울역,2022-08-20 22,1
49368,1,서울역,2022-08-20 23,1
49369,1,서울역,2022-08-21 00,1
49370,1,서울역,2022-08-21 01,0
49371,1,서울역,2022-08-21 02,0
49372,1,서울역,2022-08-21 03,0
49373,1,서울역,2022-08-21 04,0
49374,1,서울역,2022-08-21 05,0
49375,1,서울역,2022-08-21 06,0
49376,1,서울역,2022-08-21 07,1
49377,1,서울역,2022-08-21 08,1
49378,1,서울역,2022-08-21 09,1
49379,1,서울역,2022-08-21 10,1
49380,1,서울역,2022-08-21 11,1
49381,1,서울역,2022-08-21 12,1
49382,1,서울역,2022-08-21 13,1
49383,1,서울역,2022-08-21 14,1
49384,1,서울역,2022-08-21 15,1
49385,1,서울역,2022-08-21 16,1
49386,1,서울역,2022-08-21 17,1
49387,1,서울역,2022-08-21 18,1
49388,1,서울역,2022-08-21 19,1
49389,1,서울역,2022-08-21 20,1
49390,1,서울역,2022-08-21 21,1
49391,1,서울역,2022-08-21 22,1
49392,1,서울역,2022-08-21 23,1
49393,1,서울역,2022-08-22 00,1
49394,1,서울역,2022-08-22 01,0
49395,1,서울역,2022-08-22 02,0
49396,1,서울역,2022-08-22 03,0
49397,1,서울역,2022-08-22 04,0
49398,1,서울역,2022-08-22 05,0
49399,1,서울역,2022-08-22 06,1
49400,1,서울역,2022-08-22 07,1
49401,1,서울역,2022-08-22 08,1
49402,1,서울역,2022-08-22 09,1
49403,1,서울역,2022-08-22 10,1
49404,1,서울역,2022-08-22 11,1
49405,1,서울역,2022-08-22 12,1
49406,1,서울역,2022-08-22 13,1
49407,1,서울역,2022-08-22 14,1
49408,1,서울역,2022-08-22 15,1
49409,1,서울역,2022-08-22 16,1
49410,1,서울역,2022-08-22 17,1
49411,1,서울역,2022-08-22 18,1
49412,1,서울역,2022-08-22 19,1
49413,1,서울역,2022-08-22 20,1
49414,1,서울역,2022-08-22 21,1
49415,1,서울역,2022-08-22 22,1
49416,1,서울역,2022-08-22 23,1
49417,1,서울역,2022-08-23 00,1
49418,1,서울역,2022-08-23 01,0
49419,1,서울역,2022-08-23 02,0
49420,1,서울역,2022-08-23 03,0
49421,1,서울역,2022-08-23 04,0
49422,1,서울역,2022-08-23 05,0
49423,1,서울역,2022-08-23 06,0
49424,1,서울역,2022-08-23 07,1
49425,1,서울역,2022-08-23 08,1
49426,1,서울역,2022-08-23 09,1
49427,1,서울역,2022-08-23 10,1
49428,1,서울역,2022-08-23 11,1
49429,1,서울역,2022-08-23 12,1
49430,1,서울역,2022-08-23 13,1
49431,1,서울역,2022-08-23 14,1
49432,1,서울역,2022-08-23 15,1
49433,1,서울역,2022-08-23 16,1
49434,1,서울역,2022-08-23 17,1
49435,1,서울역,2022-08-23 18,1
49436,1,서울역,2022-08-23 19,1
49437,1,서울역,2022-08-23 20,1
49438,1,서울역,2022-08-23 21,1
49439,1,서울역,2022-08-23 22,1
49440,1,서울역,2022-08-23 23,1
49441,1,서울역,2022-08-24 00,1
49442,1,서울역,2022-08-24 01,1
49443,1,서울역,2022-08-24 02,1
49444,1,서울역,2022-08-24 03,1
49445,1,서울역,2022-08-24 04,1
49446,1,서울역,2022-08-24 05,1
49447,1,서울역,2022-08-24 06,1
49448,1,서울역,2022-08-24 07,1
49449,1,서울역,2022-08-24 08,1
49450,1,서울역,2022-08-24 09,1
49451,1,서울역,2022-08-24 10,1
49452,1,서울역,2022-08-24 11,1
49453,1,서울역,2022-08-24 12,1
49454,1,서울역,2022-08-24 13,1
49455,1,서울역,2022-08-24 14,1
49456,1,서울역,2022-08-24 15,1
49457,1,서울역,2022-08-24 16,1
49458,1,서울역,2022-08-24 17,1
49459,1,서울역,2022-08-24 18,1
49460,1,서울역,2022-08-24 19,1
49461,1,서울역,2022-08-24 20,1
49462,1,서울역,2022-08-24 21,1
49463,1,서울역,2022-08-24 22,1
49464,1,서울역,2022-08-24 23,1
