연번,수송일자,호선,역명,승하차구분,06시이전,06-07시간대,07-08시간대,08-09시간대,09-10시간대,10-11시간대,11-12시간대,12-13시간대,13-14시간대,14-15시간대,15-16시간대,16-17시간대,17-18시간대,18-19시간대,19-20시간대,20-21시간대,21-22시간대,22-23시간대,23-24시간대,24시이후
4624,2022-08-20,2호선,잠실,하차,119,918,1228,2071,3781,3716,4554,4734,4945,5259,5333,5619,5378,3938,2900,2473,3033,2463,1632,0
4625,2022-08-20,2호선,삼성,승차,149,187,239,305,421,568,1035,1545,1913,2374,2597,3461,3543,3249,2680,2964,2783,1488,344,0
4626,2022-08-20,2호선,삼성,하차,79,773,1085,1848,2755,2616,2918,2965,3093,2669,2501,2348,2161,1369,799,500,485,343,179,305
4627,2022-08-20,2호선,강남,승차,420,533,548,825,1080,1680,2411,3309,4013,4071,4963,5881,5539,4303,3306,3554,4244,4709,2552,1
4628,2022-08-20,2호선,강남,하차,233,1009,1100,2936,5900,4177,3920,4651,5159,4183,3958,3650,4733,3859,2437,1940,1990,1364,996,5
4629,2022-08-20,2호선,사당,승차,333,639,831,1291,1548,1588,1778,1879,2338,2286,2358,2462,2157,1980,1829,1822,2161,2210,1213,1
4630,2022-08-20,2호선,사당,하차,125,1171,793,1064,1498,1627,2026,2319,2293,2323,2608,3135,3566,2896,1984,1841,2002,2058,1478,135
4631,2022-08-20,2호선,신림,승차,1067,1547,2079,3362,3695,3151,3143,3612,3477,3201,2919,3167,3181,2524,1836,1687,1522,1480,868,4
4632,2022-08-20,2호선,신림,하차,122,620,662,985,1357,1546,1943,2195,2405,2707,2959,3428,3831,3799,3401,3302,3607,3216,2774,25
4633,2022-08-20,2호선,홍대입구,승차,922,935,822,1022,1277,1542,1927,2778,3104,3536,4568,5316,5857,5570,5352,6091,7053,7628,3700,36
4634,2022-08-20,2호선,홍대입구,하차,126,514,626,1144,2520,3322,5400,6976,7361,7464,7247,7087,7292,6336,4559,3174,2873,2091,1720,523
4635,2022-08-20,4호선,서울역,승차,139,157,154,244,311,357,464,506,505,436,433,448,498,392,310,263,286,241,135,1
4636,2022-08-20,4호선,서울역,하차,23,431,481,648,958,836,935,1234,1273,1121,1111,1086,1227,884,810,728,772,582,366,82
4637,2022-08-20,4호선,사당,승차,294,445,613,1113,1295,1324,1528,1564,1906,1658,1537,1592,1453,1159,905,986,1146,1177,459,8
4638,2022-08-20,4호선,사당,하차,56,714,437,543,697,842,1282,1499,1311,1227,1406,1615,1966,1605,1131,1018,1134,1030,752,127
4639,2022-08-20,7호선,건대입구,승차,127,124,196,281,372,371,521,704,628,746,921,892,1006,800,723,846,713,707,386,0
4640,2022-08-20,7호선,건대입구,하차,25,160,266,486,708,660,816,906,1077,915,979,886,941,850,614,487,367,303,232,117
4641,2022-08-21,1호선,서울역,승차,197,219,328,712,1106,1479,1680,2018,2085,1621,2347,2468,2653,2395,2226,2003,2404,1722,620,2
4642,2022-08-21,1호선,서울역,하차,153,806,951,1103,1755,1565,1596,2090,1964,1994,2300,2138,2240,2176,1747,1540,1207,754,320,25
4643,2022-08-21,2호선,잠실,승차,244,539,707,1122,1637,1733,2044,2667,2999,3555,3798,4487,4258,4380,4122,4824,4308,2529,729,0
4644,2022-08-21,2호선,잠실,하차,85,625,747,1745,3191,3177,3547,3679,3783,3728,3710,3742,3370,2858,2391,2464,2085,1689,934,0
4645,2022-08-21,2호선,삼성,승차,92,175,174,198,298,444,643,1022,1539,1717,1936,2431,2362,2437,1858,2073,2167,1085,141,1
4646,2022-08-21,2호선,삼성,하차,43,501,612,1315,1684,1935,2257,1993,2329,1859,1590,1492,1261,1007,597,443,348,240,130,162
4647,2022-08-21,2호선,강남,승차,402,528,386,606,738,875,1214,1485,1901,2031,2411,3100,3078,2719,2519,2954,3201,3138,1321,5
4648,2022-08-21,2호선,강남,하차,114,505,643,1347,2164,1637,1949,2519,3302,2655,2473,2626,2658,2421,1766,1542,1127,882,601,5
4649,2022-08-21,2호선,사당,승차,236,369,426,757,1112,1142,1114,1408,1480,1647,1679,1681,1653,1601,1548,1628,1538,1290,495,0
4650,2022-08-21,2호선,사당,하차,81,905,702,672,1046,1033,1336,1487,1582,1454,1677,1976,2109,2136,1686,1608,1592,1265,786,70
4651,2022-08-21,2호선,신림,승차,679,1030,1201,2099,2912,2452,2369,2646,2750,2387,2473,2431,2281,2013,1754,1400,1293,1079,554,2
4652,2022-08-21,2호선,신림,하차,117,548,475,671,1121,1356,1441,1719,1854,2197,2381,2624,2943,3086,2657,2732,2852,2451,1778,6
4653,2022-08-21,2호선,홍대입구,승차,1480,957,700,864,944,1110,1398,1942,2356,2763,3684,4353,4618,4483,4870,5382,5572,4946,1991,13
4654,2022-08-21,2호선,홍대입구,하차,64,313,325,694,1564,2455,4170,5266,5542,5598,4798,5483,4734,4015,2711,2121,1832,1388,936,219
4655,2022-08-21,4호선,서울역,승차,94,112,128,200,292,286,316,419,299,339,291,365,379,307,226,208,188,136,74,2
4656,2022-08-21,4호선,서울역,하차,23,255,333,420,624,591,598,898,762,824,882,931,1024,898,763,764,630,393,201,31
4657,2022-08-21,4호선,사당,승차,181,285,422,766,1056,1072,1006,1253,1208,1155,1076,1030,978,965,868,967,996,684,227,2
4658,2022-08-21,4호선,사당,하차,38,567,395,416,584,559,785,956,985,882,956,1127,1342,1342,933,902,816,705,457,65
4659,2022-08-21,7호선,건대입구,승차,96,91,147,201,240,239,289,375,525,567,693,635,686,646,612,749,671,498,247,3
4660,2022-08-21,7호선,건대입구,하차,25,111,113,234,408,451,586,693,766,707,753,679,714,576,467,357,321,219,142,75
4661,2022-08-22,1호선,서울역,승차,351,562,1956,2793,1816,1807,2078,2133,2266,2001,2412,2923,5329,8243,3387,2121,2355,1320,649,65
4662,2022-08-22,1호선,서울역,하차,382,2017,4784,8836,5064,2674,2059,2238,2132,1714,1954,1839,2438,2735,1581,1004,906,613,301,65
4663,2022-08-22,2호선,잠실,승차,481,1923,4861,6449,4847,2701,2414,2513,2628,2711,3169,3711,5250,7725,4526,4138,4251,2542,680,134
4664,2022-08-22,2호선,잠실,하차,195,1185,3100,6885,4805,3370,3186,3115,2855,2775,3119,3583,5324,8459,5512,3014,2804,2629,1115,246
4665,2022-08-22,2호선,삼성,승차,155,260,603,714,742,851,1111,1365,1724,2071,2687,3558,7588,12656,6373,3861,3145,2134,553,67
4666,2022-08-22,2호선,삼성,하차,220,1623,6189,14641,9907,3408,2136,1856,2064,1569,1610,1540,1639,1954,1050,542,446,349,181,90
4667,2022-08-22,2호선,강남,승차,238,630,1554,2594,2053,1784,2301,2788,3415,3611,4779,5215,9021,13898,8355,5807,6524,5698,2179,441
4668,2022-08-22,2호선,강남,하차,470,2198,6667,13105,12823,5713,3460,3185,3772,3456,3142,3318,4108,6003,3411,1713,1301,1058,501,203
4669,2022-08-22,2호선,사당,승차,477,1146,3268,4498,2790,1437,1343,1441,1525,1540,1632,1748,2471,3651,2122,1710,1797,1634,737,159
4670,2022-08-22,2호선,사당,하차,172,1058,1873,2800,1726,1275,1529,1499,1415,1422,1716,2335,3648,6238,3937,2234,1931,1858,952,332
4671,2022-08-22,2호선,신림,승차,1603,2981,8182,11552,6089,2785,2189,2385,2184,1951,2065,2290,2438,2592,1687,1317,1295,1134,560,137
4672,2022-08-22,2호선,신림,하차,135,709,1186,1850,1606,1367,1384,1588,1625,1861,2667,3073,4423,9219,8072,4154,3968,3515,1774,669
4673,2022-08-22,2호선,홍대입구,승차,797,1158,2594,3107,2008,1344,1464,1766,2212,2246,2786,3348,4583,6095,4418,3979,5428,4622,2018,386
4674,2022-08-22,2호선,홍대입구,하차,136,609,1669,4325,4314,2982,2879,3417,3686,3449,3864,4082,5024,7025,4937,2327,1778,1480,939,350
4675,2022-08-22,4호선,서울역,승차,171,245,477,575,419,364,413,372,427,458,497,589,1684,2701,799,472,447,345,156,24
4676,2022-08-22,4호선,서울역,하차,41,588,1732,3358,1749,816,738,875,767,730,776,959,939,1029,751,496,448,354,171,57
4677,2022-08-22,4호선,사당,승차,442,1108,2795,3618,2391,1315,1017,964,1002,919,895,990,1294,1609,967,871,920,714,303,27
4678,2022-08-22,4호선,사당,하차,83,560,908,1374,858,672,785,817,711,748,882,1137,1873,3285,1923,988,899,900,461,162
4679,2022-08-22,7호선,건대입구,승차,130,202,493,738,631,505,482,598,519,695,792,945,1337,1191,827,678,672,555,252,60
4680,2022-08-22,7호선,건대입구,하차,37,317,803,1436,930,798,637,613,777,697,629,636,886,1352,897,488,336,364,166,74
4681,2022-08-23,1호선,서울역,승차,334,437,1648,2438,1731,1602,2082,2172,2267,1860,2368,3168,5596,8049,3824,2266,2459,1560,850,70
4682,2022-08-23,1호선,서울역,하차,272,1590,4268,8840,5472,2396,1970,2052,1952,1723,1980,1876,2414,2724,1657,1044,955,707,340,76
4683,2022-08-23,2호선,잠실,승차,416,1794,4911,7180,4593,2840,2590,2566,2905,3028,3510,4159,5712,8134,4943,4853,4402,2579,848,173
4684,2022-08-23,2호선,잠실,하차,172,1164,2844,7177,5529,3830,3503,3163,3108,3033,3194,3939,5708,8854,5519,3397,3007,2714,1605,338
4685,2022-08-23,2호선,삼성,승차,190,253,575,797,750,788,1211,1340,1656,2173,2721,3677,8002,13124,6516,4122,3477,2513,731,116
4686,2022-08-23,2호선,삼성,하차,208,1629,5604,15574,10420,3852,2277,2045,2141,1708,1515,1554,1879,2242,1259,652,509,369,218,125
4687,2022-08-23,2호선,강남,승차,278,633,1455,2747,1938,1816,2423,2875,3207,3605,4644,5430,9338,13876,8315,6085,6989,6177,2686,592
4688,2022-08-23,2호선,강남,하차,453,2018,6404,13548,13130,5601,3592,3155,3697,3400,3126,3256,4335,6867,3815,1900,1347,1140,707,273
4689,2022-08-23,2호선,사당,승차,463,1068,3225,4667,3036,1647,1371,1407,1539,1690,1774,1796,2639,3745,2183,1945,2086,1769,974,183
4690,2022-08-23,2호선,사당,하차,152,976,1902,2795,1813,1298,1554,1538,1465,1419,1755,2462,3913,6514,4194,2257,2313,1993,1252,401
4691,2022-08-23,2호선,신림,승차,1416,2776,8145,12022,6596,2947,2153,2341,2221,1906,1969,2292,2474,2728,1800,1413,1427,1184,603,181
4692,2022-08-23,2호선,신림,하차,138,637,1176,1941,1630,1402,1284,1568,1673,1831,2564,3163,4477,9223,8073,4695,4141,3871,2159,833
4693,2022-08-23,2호선,홍대입구,승차,594,967,2497,3269,2022,1357,1581,1786,2010,2300,2711,3390,4582,6061,4343,4221,5079,5242,2478,409
4694,2022-08-23,2호선,홍대입구,하차,134,601,1511,4395,4467,2732,2911,3325,3726,3397,3573,4045,5594,7385,5171,2419,1945,1611,1048,515
4695,2022-08-23,4호선,서울역,승차,166,236,511,569,431,346,411,413,400,451,520,595,1704,2639,886,572,530,352,151,24
4696,2022-08-23,4호선,서울역,하차,43,476,1604,3629,1779,804,752,737,812,691,822,904,1033,1129,769,536,468,433,223,66
4697,2022-08-23,4호선,사당,승차,376,1012,2854,3731,2624,1329,1014,913,1014,978,1004,1105,1433,1707,1079,915,1048,794,439,67
4698,2022-08-23,4호선,사당,하차,53,531,913,1354,895,715,926,871,788,723,889,1149,2107,3408,2067,1183,1008,930,586,214
4699,2022-08-23,7호선,건대입구,승차,132,180,494,739,602,509,483,507,589,697,872,1038,1378,1257,831,842,746,604,370,79
4700,2022-08-23,7호선,건대입구,하차,41,289,822,1546,1060,730,641,706,695,660,691,731,878,1479,1003,467,354,335,203,97
4701,2022-08-24,1호선,서울역,승차,348,471,1653,2511,1841,1571,2141,2253,2356,2035,2512,3236,5747,8349,3617,2359,2591,1751,831,76
4702,2022-08-24,1호선,서울역,하차,325,1608,4588,9105,5360,2435,1948,2126,2220,1769,2028,2036,2503,2913,1558,1220,987,659,468,114
4703,2022-08-24,2호선,잠실,승차,447,1914,5142,6810,4439,2812,2528,2598,2815,2980,3375,4097,5829,7935,4932,4724,4117,2910,934,169
4704,2022-08-24,2호선,잠실,하차,184,1123,3075,7147,5496,3635,3316,3027,2926,2968,3467,3817,5754,8651,5367,3295,2929,2947,1530,359
4705,2022-08-24,2호선,삼성,승차,190,253,592,808,791,828,1181,1530,1960,2493,3011,3975,8738,13155,6151,4159,3441,2410,766,135
4706,2022-08-24,2호선,삼성,하차,228,1700,6279,15776,10358,3828,2408,2092,2512,2000,1682,1709,1935,2270,1124,532,478,413,234,117
4707,2022-08-24,2호선,강남,승차,302,648,1677,2593,1933,1750,2207,2726,3369,3714,4653,5267,9140,13544,7997,5964,7120,6508,2933,717
4708,2022-08-24,2호선,강남,하차,455,2046,6709,13370,12571,5408,3425,3224,3818,3190,3297,3222,4649,7096,3787,1749,1522,1320,717,307
4709,2022-08-24,2호선,사당,승차,487,1094,3391,4589,2986,1627,1256,1514,1488,1684,1657,1923,2631,3873,2096,1887,2113,2019,1097,228
4710,2022-08-24,2호선,사당,하차,139,981,1877,2854,1796,1297,1489,1520,1520,1488,1836,2453,4065,6788,4194,2379,2121,2226,1270,463
4711,2022-08-24,2호선,신림,승차,1434,2891,8000,12158,6481,2879,2240,2371,2298,2036,1994,2353,2597,2919,1752,1460,1421,1255,664,193
4712,2022-08-24,2호선,신림,하차,142,689,1187,1875,1707,1438,1392,1620,1674,2006,2614,3119,4580,9398,7889,4516,4112,4034,2328,922
4713,2022-08-24,2호선,홍대입구,승차,659,989,2689,3211,1936,1407,1500,1797,1982,2333,2823,3513,4819,6040,4586,4207,5241,5347,2574,468
4714,2022-08-24,2호선,홍대입구,하차,117,657,1590,4349,4200,2926,2766,3817,3831,3615,3816,4218,5613,7430,5062,2549,1925,1695,1164,545
4715,2022-08-24,4호선,서울역,승차,194,246,505,547,413,404,425,484,451,460,527,691,1786,2757,822,533,470,418,147,36
4716,2022-08-24,4호선,서울역,하차,35,470,1626,3614,1799,884,748,859,873,763,873,956,1099,1215,767,584,540,500,241,94
4717,2022-08-24,4호선,사당,승차,395,1047,3071,3662,2567,1271,1084,1070,1013,1025,992,1032,1491,1760,1095,821,976,951,450,61
4718,2022-08-24,4호선,사당,하차,64,537,936,1419,888,708,801,845,765,807,934,1172,1948,3638,2105,1074,994,1051,606,219
4719,2022-08-24,7호선,건대입구,승차,154,186,481,761,634,482,472,502,538,693,802,961,1321,1289,855,815,682,652,326,93
4720,2022-08-24,7호선,건대입구,하차,38,301,776,1468,946,728,596,619,833,603,719,759,1020,1516,972,447,340,398,183,116
4721,2022-08-25,1호선,서울역,승차,357,505,1604,2419,1877,1728,2187,2388,2355,1941,2574,3319,5731,8261,3604,2404,2707,1702,887,104
4722,2022-08-25,1호선,서울역,하차,319,1733,4510,8544,6131,2477,1995,2185,2189,1779,1940,2210,2688,3004,1598,1163,1015,805,408,104
4723,2022-08-25,2호선,잠실,승차,452,1934,5205,6615,4589,2879,2477,2680,2899,2839,3781,4258,5886,8157,4769,5037,3993,2605,984,176
4724,2022-08-25,2호선,잠실,하차,192,1178,3002,6968,5395,3897,3219,3050,3111,3030,3454,4293,5443,8765,5343,3233,3223,3159,1468,428
4725,2022-08-25,2호선,삼성,승차,193,259,606,749,786,874,1341,1624,2137,2613,3488,4537,9385,13759,6520,4338,3748,2511,865,145
4726,2022-08-25,2호선,삼성,하차,216,1668,6124,15272,10458,4569,3009,2742,2985,2368,2155,1801,2079,2207,1152,589,564,408,233,163
4727,2022-08-25,2호선,강남,승차,281,670,1624,2585,2005,1747,2338,2866,3395,3759,4587,5430,9218,13247,7880,6063,7444,6798,3354,739
4728,2022-08-25,2호선,강남,하차,471,2057,6610,13076,12471,5460,3630,3276,3890,3397,3099,3410,4659,7688,4135,1846,1645,1445,801,289
4729,2022-08-25,2호선,사당,승차,491,1157,3358,4526,2929,1634,1356,1439,1541,1640,1777,1908,2730,3576,2097,1977,2166,2167,1252,239
4730,2022-08-25,2호선,사당,하차,155,1075,1901,2838,1764,1419,1630,1582,1474,1498,1806,2629,4071,6668,4341,2410,2128,2480,1243,548
4731,2022-08-25,2호선,신림,승차,1473,2861,8014,11923,6442,2941,2185,2281,2171,2029,2024,2521,2662,2951,1817,1378,1300,1242,714,197
4732,2022-08-25,2호선,신림,하차,153,691,1189,1944,1585,1367,1527,1515,1738,1865,2544,3016,4671,8850,7673,4458,4059,4180,2366,1071
4733,2022-08-25,2호선,홍대입구,승차,674,1016,2582,3278,1942,1288,1470,1843,2128,2213,2715,3649,4733,5954,4525,4134,5474,5601,2866,551
4734,2022-08-25,2호선,홍대입구,하차,120,691,1624,4434,4339,2920,3003,3463,3855,3464,3660,4110,5875,8223,5355,2491,2283,2014,1324,645
4735,2022-08-25,4호선,서울역,승차,191,246,499,560,462,366,451,436,489,470,528,793,1787,2576,819,544,532,382,224,25
4736,2022-08-25,4호선,서울역,하차,43,517,1680,3496,1934,943,822,887,935,816,947,1002,1152,1250,761,558,486,512,259,85
4737,2022-08-25,4호선,사당,승차,416,1048,3014,3678,2500,1403,1072,1083,1075,990,1054,1073,1465,1703,1052,982,1025,985,575,86
4738,2022-08-25,4호선,사당,하차,68,588,881,1329,950,785,884,865,739,775,928,1284,2100,3669,2193,1167,1022,1040,632,270
4739,2022-08-25,7호선,건대입구,승차,146,183,499,764,597,499,572,533,624,638,804,946,1319,1157,863,836,721,619,403,67
4740,2022-08-25,7호선,건대입구,하차,37,302,775,1364,1061,727,619,681,637,620,651,752,995,1482,972,416,402,372,185,115
4741,2022-08-26,1호선,서울역,승차,340,486,1540,2444,1887,1803,2221,2563,2791,2452,3212,4560,6485,8210,4278,2845,3187,2280,1253,156
4742,2022-08-26,1호선,서울역,하차,318,1594,4081,8560,5503,2698,2117,2536,2600,2432,2540,2729,3498,4444,2899,1679,1518,1046,595,148
4743,2022-08-26,2호선,잠실,승차,453,1848,4873,6762,4273,2672,2607,2779,3157,3224,3839,5044,6665,8591,5137,4588,4302,3667,1330,249
4744,2022-08-26,2호선,잠실,하차,176,1188,2782,6600,4802,3557,3476,3330,3406,3407,4002,4684,6535,8958,6040,3604,3588,3099,1951,599
4745,2022-08-26,2호선,삼성,승차,204,265,565,728,824,935,1392,1795,2281,2873,3907,5041,9439,12535,5747,3846,3265,2279,930,118
4746,2022-08-26,2호선,삼성,하차,215,1597,5685,14028,9317,4163,2961,2987,2874,2438,2149,2037,2499,2539,1573,673,531,442,274,196
4747,2022-08-26,2호선,강남,승차,307,641,1614,2510,1798,1829,2340,3307,3707,4099,5193,6275,10250,13256,7864,5812,6394,7238,4525,1136
4748,2022-08-26,2호선,강남,하차,454,1992,6420,12714,11995,5372,3900,3436,3901,3747,3644,3995,5855,8238,5637,2565,1998,1582,1104,496
4749,2022-08-26,2호선,사당,승차,462,1039,3216,4313,2901,1604,1469,1547,1676,1771,1885,2132,2937,3960,2246,2257,2381,2734,1806,397
4750,2022-08-26,2호선,사당,하차,162,962,1869,2725,1824,1392,1542,1537,1611,1591,2102,2834,4597,7283,5015,2500,2322,2419,1804,695
4751,2022-08-26,2호선,신림,승차,1483,2806,7763,11494,6338,3123,2460,2618,2376,2184,2378,2618,3058,3417,2263,1805,1531,1404,978,287
4752,2022-08-26,2호선,신림,하차,163,682,1141,1933,1630,1445,1390,1666,1808,2159,2869,3398,5055,9177,7375,5033,4613,4273,2959,1238
4753,2022-08-26,2호선,홍대입구,승차,769,1106,2500,3088,1965,1370,1614,2039,2302,2828,3237,4100,5257,6335,4695,4426,5483,6387,4019,824
4754,2022-08-26,2호선,홍대입구,하차,111,669,1695,4224,4256,2834,3148,3691,4143,4078,4160,5052,6469,9962,7126,3699,2923,2363,1917,965
4755,2022-08-26,4호선,서울역,승차,191,240,487,594,379,367,472,497,491,569,643,879,1824,2550,794,535,470,348,231,41
4756,2022-08-26,4호선,서울역,하차,38,531,1564,3293,1778,948,820,1082,1019,1008,1027,1196,1456,1759,1350,812,699,655,334,126
4757,2022-08-26,4호선,사당,승차,384,1002,2922,3503,2350,1383,1097,1143,1133,1145,1241,1361,1775,2122,1237,1196,1202,1276,752,126
4758,2022-08-26,4호선,사당,하차,57,485,877,1335,945,775,851,856,794,874,1041,1538,2478,3859,2431,1261,1159,1122,899,355
4759,2022-08-26,7호선,건대입구,승차,122,190,483,728,598,489,479,543,629,730,806,961,1361,1310,868,865,759,737,496,119
4760,2022-08-26,7호선,건대입구,하차,41,288,738,1375,983,698,652,635,783,621,684,729,1050,1619,1163,599,549,430,305,180
4761,2022-08-27,1호선,서울역,승차,330,313,600,1296,1735,2199,2841,3056,3143,2358,3066,3599,3097,2657,2407,1947,2308,1573,765,9
4762,2022-08-27,1호선,서울역,하차,343,1738,1771,2119,3059,2608,2749,2955,2557,2499,2526,2478,2543,2169,1833,1569,1529,1092,619,40
4763,2022-08-27,2호선,잠실,승차,345,876,1092,2010,2350,2667,3281,3846,4116,4481,5365,6472,6777,6070,5585,6268,5615,3881,1132,2
4764,2022-08-27,2호선,잠실,하차,139,1085,1232,2099,3888,3910,4940,5121,5318,5775,5672,6344,5802,4150,3257,2916,3025,2886,1920,2
4765,2022-08-27,2호선,삼성,승차,168,170,240,316,438,570,1102,1740,2285,2776,3342,4249,4511,3977,3080,3274,2453,1515,368,0
4766,2022-08-27,2호선,삼성,하차,81,848,1080,2007,3184,3462,3468,3593,3701,3084,2458,2728,2104,1515,719,535,440,406,209,316
4767,2022-08-27,2호선,강남,승차,537,627,594,810,1243,1895,2697,3420,3967,4247,5083,6036,5869,4492,3450,3565,4271,4884,2528,3
4768,2022-08-27,2호선,강남,하차,234,928,1116,3057,5980,4479,3846,4743,5298,4685,3734,4257,4612,4088,2774,2063,2185,1718,1104,3
4769,2022-08-27,2호선,사당,승차,392,632,851,1283,1704,1764,1871,2239,2244,2414,2399,2377,2318,2077,1878,1957,2240,2202,1264,3
4770,2022-08-27,2호선,사당,하차,163,1432,946,1235,1484,1732,1833,2237,2224,2110,2424,3051,3488,3068,2204,2148,2387,2237,1533,168
4771,2022-08-27,2호선,신림,승차,1223,1637,2191,3603,3958,3339,3362,3758,3731,3218,3118,3110,3239,2638,2051,1667,1605,1355,821,3
4772,2022-08-27,2호선,신림,하차,156,672,613,995,1357,1633,1719,2165,2566,2668,2805,3312,4105,3859,3506,3733,4115,3580,3177,7
4773,2022-08-27,2호선,홍대입구,승차,1282,1038,886,1177,1408,1621,2063,2590,3082,3718,4586,5762,6374,5964,5982,6235,7341,7418,3909,22
4774,2022-08-27,2호선,홍대입구,하차,141,576,612,1273,2696,3604,5374,6590,7978,8041,7381,7441,7636,6458,5105,3487,3076,2524,2046,512
4775,2022-08-27,4호선,서울역,승차,154,182,183,248,316,338,431,459,496,476,434,551,637,424,364,318,306,279,119,2
4776,2022-08-27,4호선,서울역,하차,27,550,598,688,1067,919,897,1181,1141,949,1197,1088,1194,1086,965,813,977,572,456,66
4777,2022-08-27,4호선,사당,승차,326,454,668,1139,1401,1544,1573,1803,1873,1856,1728,1599,1517,1181,1075,1086,1185,1081,549,8
4778,2022-08-27,4호선,사당,하차,70,799,573,648,756,896,1130,1392,1183,1182,1251,1659,1792,1763,1297,1171,1369,1177,789,136
4779,2022-08-27,7호선,건대입구,승차,138,143,207,294,432,433,569,653,691,688,901,1090,988,919,785,964,874,670,468,2
4780,2022-08-27,7호선,건대입구,하차,28,183,297,558,689,759,882,976,1114,1004,1017,1110,1003,959,722,574,537,460,290,157
4781,2022-08-28,1호선,서울역,승차,211,209,366,978,1197,1589,1922,2325,2405,1866,2672,2308,2805,2414,2445,2229,2326,1892,569,5
4782,2022-08-28,1호선,서울역,하차,198,918,1091,1129,1808,1765,1660,2248,2152,2175,2425,2269,2470,2220,1961,1687,1258,838,352,37
4783,2022-08-28,2호선,잠실,승차,221,502,689,1200,1698,1874,2256,2642,3046,3721,4065,4715,4545,4242,4212,5244,4190,2343,775,0
4784,2022-08-28,2호선,잠실,하차,98,643,831,1475,3011,3147,3585,3662,3927,3983,4173,3951,3685,3194,2449,2514,2140,1674,980,0
4785,2022-08-28,2호선,삼성,승차,112,136,218,234,312,472,755,1138,2013,2356,2839,3228,3411,2884,1960,2245,1624,1056,207,1
4786,2022-08-28,2호선,삼성,하차,55,566,758,1824,2473,2577,2924,2616,2405,2065,1731,1471,1161,930,533,448,415,276,127,159
4787,2022-08-28,2호선,강남,승차,475,586,466,585,812,942,1212,1775,2112,2414,2512,2840,3077,2858,2639,2875,3111,2947,1298,0
4788,2022-08-28,2호선,강남,하차,101,512,711,1362,2262,1873,2130,2750,3147,2729,2543,2712,2910,2366,1867,1560,1272,914,571,0
4789,2022-08-28,2호선,사당,승차,234,348,469,808,1199,1191,1338,1532,1569,1732,1744,1735,1580,1404,1584,1519,1550,1369,546,0
4790,2022-08-28,2호선,사당,하차,99,912,578,706,1188,1120,1404,1492,1592,1588,1565,2049,2338,2029,1715,1712,1627,1420,865,79
4791,2022-08-28,2호선,신림,승차,661,1048,1316,2178,3000,2635,2551,2951,2843,2552,2465,2483,2244,2213,1723,1446,1276,1044,512,3
4792,2022-08-28,2호선,신림,하차,149,546,500,632,1058,1354,1418,1837,1857,2151,2310,2551,2923,3215,3049,2912,3260,2564,1744,261
4793,2022-08-28,2호선,홍대입구,승차,1656,1138,733,873,1066,1238,1548,2102,2461,2969,3870,4485,4933,5088,5095,5331,5579,5040,2154,24
4794,2022-08-28,2호선,홍대입구,하차,79,309,384,757,1707,2766,4094,5524,6172,5642,5853,5377,4920,4277,3060,2267,1828,1539,1070,298
4795,2022-08-28,4호선,서울역,승차,131,103,130,190,359,316,335,392,335,347,359,364,435,349,284,267,204,169,81,6
4796,2022-08-28,4호선,서울역,하차,38,294,375,442,681,636,638,1284,886,867,1018,980,1162,968,876,863,642,524,209,54
4797,2022-08-28,4호선,사당,승차,161,297,432,729,1104,1099,1313,1292,1273,1288,1270,1235,977,886,846,992,813,634,223,5
4798,2022-08-28,4호선,사당,하차,51,559,368,369,576,650,790,996,903,981,1057,1359,1203,1577,1083,1023,887,772,449,114
4799,2022-08-28,7호선,건대입구,승차,97,97,149,195,272,269,317,424,528,629,667,758,699,613,617,727,575,461,233,0
4800,2022-08-28,7호선,건대입구,하차,23,102,148,217,385,523,651,664,722,739,729,668,754,670,539,390,398,308,181,126
4801,2022-08-29,1호선,서울역,승차,330,492,2042,3106,2027,1719,2053,2342,2382,2158,2610,3238,5251,8624,3637,2326,2397,1348,794,73
4802,2022-08-29,1호선,서울역,하차,334,2031,4560,9011,5689,2610,2071,2379,2181,1874,2133,2042,2468,2835,1620,1093,890,649,306,97
4803,2022-08-29,2호선,잠실,승차,426,1770,4412,6453,4821,2986,2449,2574,2612,2794,3158,3865,5383,7857,4777,4773,3920,2227,840,129
4804,2022-08-29,2호선,잠실,하차,172,1189,2906,7027,5530,3671,3321,3087,2771,3018,3213,3704,5411,8523,5398,3232,2801,2299,1194,296
4805,2022-08-29,2호선,삼성,승차,140,260,541,788,746,839,1142,1286,1739,2115,2729,3399,7597,12873,6290,4276,3195,2106,591,106
4806,2022-08-29,2호선,삼성,하차,224,1550,5740,15041,10063,3914,2183,1931,2043,1817,1624,1590,1793,1894,1084,566,463,355,191,113
4807,2022-08-29,2호선,강남,승차,243,555,1452,2568,2130,1757,2233,2576,2826,3240,4337,5016,8924,13593,8124,5658,6217,5407,2200,486
4808,2022-08-29,2호선,강남,하차,459,2029,6464,12810,12691,5664,3358,2842,3586,3044,2942,3129,4186,6056,3405,1681,1234,940,576,223
4809,2022-08-29,2호선,사당,승차,491,1047,2967,4446,3113,1596,1385,1519,1529,1441,1591,1666,2518,3520,2113,1775,1889,1652,789,169
4810,2022-08-29,2호선,사당,하차,172,1033,1918,2918,1839,1384,1507,1389,1452,1336,1833,2357,3744,6025,4501,2152,1968,1873,982,365
4811,2022-08-29,2호선,신림,승차,1523,2871,8245,11785,6483,2767,2222,2402,2167,1994,1964,2237,2328,2618,1782,1345,1317,1092,588,143
